STATION_NAME,YEAR,ANN_MAX_PRCP_MM,MONSOON_MAX_PRCP_MM,ANN_TOTAL_PRCP_MM,WET_DAYS,LATITUDE,LONGITUDE,ELEVATION
Biratnagar,2020,108.0,108.0,2292.2,106,26.482,87.264,72
Biratnagar,2021,77.9,77.9,1883.9,103,26.482,87.264,72
Biratnagar,2022,94.9,94.9,1722.2,93,26.482,87.264,72
Biratnagar,2023,143.6,143.6,2407.7,101,26.482,87.264,72
Dadeldhura,1990,161.8,161.8,1669.5,88,29.3,80.583,1647
Dadeldhura,1991,93.6,82.9,1701.5,96,29.3,80.583,1647
Dadeldhura,1992,131.1,131.1,1762.5,100,29.3,80.583,1647
Dadeldhura,1993,350.0,350.0,2274.7,105,29.3,80.583,1647
Dadeldhura,1994,95.6,95.6,1350.7,96,29.3,80.583,1647
Dadeldhura,1995,76.6,76.6,1267.2,101,29.3,80.583,1647
Dadeldhura,1996,57.0,57.0,1409.5,105,29.3,80.583,1647
Dadeldhura,1997,66.3,66.3,1854.5,108,29.3,80.583,1647
Dadeldhura,1998,81.3,81.3,1326.6,83,29.3,80.583,1647
Dadeldhura,1999,103.8,103.8,2257.7,98,29.3,80.583,1647
Dadeldhura,2000,172.1,172.1,1444.0,94,29.3,80.583,1647
Dadeldhura,2001,95.4,95.4,1991.1,107,29.3,80.583,1647
Dadeldhura,2002,117.5,117.5,2138.4,105,29.3,80.583,1647
Dadeldhura,2003,96.9,96.9,1646.4,97,29.3,80.583,1647
Dadeldhura,2004,99.1,99.1,1288.6,87,29.3,80.583,1647
Dadeldhura,2005,91.2,91.2,2086.5,121,29.3,80.583,1647
Dadeldhura,2006,120.7,120.7,1738.7,100,29.3,80.583,1647
Dadeldhura,2007,172.7,172.7,1492.8,100,29.3,80.583,1647
Dadeldhura,2008,84.5,84.5,1806.2,115,29.3,80.583,1647
Dadeldhura,2009,107.9,107.9,1684.8,105,29.3,80.583,1647
Dadeldhura,2010,136.9,136.9,1891.1,106,29.3,80.583,1647
Dadeldhura,2011,82.0,82.0,1475.9,103,29.3,80.583,1647
Dadeldhura,2012,148.5,148.5,1798.9,101,29.3,80.583,1647
Dadeldhura,2013,58.5,58.5,1224.8,89,29.3,80.583,1647
Dadeldhura,2014,154.2,154.2,1892.6,95,29.3,80.583,1647
Dadeldhura,2015,103.2,103.2,2030.0,100,29.3,80.583,1647
Dadeldhura,2016,133.2,69.3,2113.2,102,29.3,80.583,1647
Dadeldhura,2017,262.9,262.9,1780.3999999999999,96,29.3,80.583,1647
Dadeldhura,2018,74.9,74.9,1555.9,94,29.3,80.583,1647
Dadeldhura,2019,88.7,88.7,1952.2,108,29.3,80.583,1647
Dadeldhura,2020,121.0,121.0,1987.3,99,29.3,80.583,1647
Dadeldhura,2021,80.3,80.3,1531.6,100,29.3,80.583,1647
Dadeldhura,2022,122.2,122.2,1748.0,98,29.3,80.583,1647
Dadeldhura,2023,146.4,146.4,1770.1,94,29.3,80.583,1647
Dhankuta,1990,92.0,92.0,1450.8,96,26.983,87.35,1180
Dhankuta,1991,131.3,131.3,1930.2,98,26.983,87.35,1180
Dhankuta,1992,70.4,70.4,1522.8,106,26.983,87.35,1180
Dhankuta,1993,85.5,85.5,1972.8,113,26.983,87.35,1180
Dhankuta,1994,130.1,130.1,1563.1,87,26.983,87.35,1180
Dhankuta,1995,114.5,114.5,1905.3,108,26.983,87.35,1180
Dhankuta,1996,68.8,68.8,1666.0,97,26.983,87.35,1180
Dhankuta,1997,82.2,82.2,1390.7,100,26.983,87.35,1180
Dhankuta,1998,75.8,75.8,1378.5,98,26.983,87.35,1180
Dhankuta,1999,108.3,108.3,1460.3,98,26.983,87.35,1180
Dhankuta,2000,68.8,68.8,1355.1,100,26.983,87.35,1180
Dhankuta,2001,49.4,49.4,1252.0,111,26.983,87.35,1180
Dhankuta,2002,118.7,118.7,1856.3,99,26.983,87.35,1180
Dhankuta,2003,102.1,102.1,1714.6,104,26.983,87.35,1180
Dhankuta,2004,64.2,64.2,1206.6,95,26.983,87.35,1180
Dhankuta,2005,53.8,53.8,1297.9,100,26.983,87.35,1180
Dhankuta,2006,131.0,131.0,2147.7,107,26.983,87.35,1180
Dhankuta,2007,65.7,65.7,1409.4,104,26.983,87.35,1180
Dhankuta,2008,87.2,87.2,1090.0,95,26.983,87.35,1180
Dhankuta,2009,50.0,50.0,1134.8,86,26.983,87.35,1180
Dhankuta,2010,99.3,99.3,1685.0,91,26.983,87.35,1180
Dhankuta,2011,113.7,113.7,1582.7,89,26.983,87.35,1180
Dhankuta,2012,76.6,76.6,1539.1,97,26.983,87.35,1180
Dhankuta,2013,103.7,103.7,1427.4,112,26.983,87.35,1180
Dhankuta,2014,103.8,103.8,1935.4,102,26.983,87.35,1180
Dhankuta,2015,98.1,98.1,1670.6,99,26.983,87.35,1180
Dhankuta,2016,92.0,92.0,1780.2,96,26.983,87.35,1180
Dhankuta,2017,84.3,84.3,1455.3999999999999,107,26.983,87.35,1180
Dhankuta,2018,107.0,107.0,1397.0,98,26.983,87.35,1180
Dhankuta,2019,103.5,103.5,1712.5,90,26.983,87.35,1180
Dhankuta,2020,104.7,104.7,1557.2,105,26.983,87.35,1180
Dhankuta,2021,84.7,84.7,1288.9,94,26.983,87.35,1180
Dhankuta,2022,215.2,215.2,1654.0,86,26.983,87.35,1180
Dhankuta,2023,168.6,168.6,1621.4,82,26.983,87.35,1180
Jumla,1990,49.6,49.6,1056.4,92,29.283,82.167,2300
Jumla,1991,37.5,37.5,810.0,90,29.283,82.167,2300
Jumla,1992,49.7,49.7,724.4,84,29.283,82.167,2300
Jumla,1993,41.3,41.3,857.7,85,29.283,82.167,2300
Jumla,1994,38.2,38.2,660.9,90,29.283,82.167,2300
Jumla,1995,46.8,46.8,793.8,85,29.283,82.167,2300
Jumla,1996,39.8,39.8,819.7,95,29.283,82.167,2300
Jumla,1997,60.7,60.7,868.9,86,29.283,82.167,2300
Jumla,1998,102.1,67.7,969.8000000000001,88,29.283,82.167,2300
Jumla,1999,79.3,79.3,742.3,84,29.283,82.167,2300
Jumla,2000,70.6,70.6,1048.1,95,29.283,82.167,2300
Jumla,2001,72.7,72.7,1205.0,91,29.283,82.167,2300
Jumla,2002,59.7,59.7,1052.0,86,29.283,82.167,2300
Jumla,2003,86.2,86.2,739.4,84,29.283,82.167,2300
Jumla,2004,73.7,73.7,1015.5,90,29.283,82.167,2300
Jumla,2005,54.5,54.5,886.7,94,29.283,82.167,2300
Jumla,2006,56.7,56.7,759.9,82,29.283,82.167,2300
Jumla,2007,50.3,50.3,796.5,98,29.283,82.167,2300
Jumla,2008,43.6,43.6,809.7,82,29.283,82.167,2300
Jumla,2009,43.8,43.8,884.4,95,29.283,82.167,2300
Jumla,2010,52.3,52.3,915.0,93,29.283,82.167,2300
Jumla,2011,36.9,36.9,632.0,98,29.283,82.167,2300
Jumla,2012,62.8,62.8,822.4,82,29.283,82.167,2300
Jumla,2013,33.0,33.0,703.5,86,29.283,82.167,2300
Jumla,2014,63.4,51.1,927.6,88,29.283,82.167,2300
Jumla,2015,49.2,49.2,696.8,83,29.283,82.167,2300
Jumla,2016,48.4,30.5,912.0,104,29.283,82.167,2300
Jumla,2017,56.6,56.6,997.8000000000001,86,29.283,82.167,2300
Jumla,2018,39.6,39.6,788.9,88,29.283,82.167,2300
Jumla,2019,44.1,39.1,846.3000000000001,76,29.283,82.167,2300
Jumla,2020,65.9,65.9,844.5,93,29.283,82.167,2300
Jumla,2021,50.9,50.9,688.1,85,29.283,82.167,2300
Jumla,2022,37.3,37.3,844.9,96,29.283,82.167,2300
Jumla,2023,37.3,37.3,860.6,90,29.283,82.167,2300
Kathmandu,1990,101.4,101.4,1454.1,106,27.697,85.359,1337
Kathmandu,1991,46.6,46.6,967.4,93,27.697,85.359,1337
Kathmandu,1992,60.7,59.8,1605.8,114,27.697,85.359,1337
Kathmandu,1993,79.0,79.0,1250.7,92,27.697,85.359,1337
Kathmandu,1994,108.4,108.4,1545.4,105,27.697,85.359,1337
Kathmandu,1995,94.5,94.5,1380.6,94,27.697,85.359,1337
Kathmandu,1996,190.3,190.3,1897.8,109,27.697,85.359,1337
Kathmandu,1997,77.6,77.6,1358.4,95,27.697,85.359,1337
Kathmandu,1998,76.4,76.4,1457.2,101,27.697,85.359,1337
Kathmandu,1999,222.3,222.3,1297.4,101,27.697,85.359,1337
Kathmandu,2000,86.8,86.8,1369.1,100,27.697,85.359,1337
Kathmandu,2001,57.5,57.5,1077.1,81,27.697,85.359,1337
Kathmandu,2002,101.5,101.5,1336.5,88,27.697,85.359,1337
Kathmandu,2003,63.1,63.1,1397.3,103,27.697,85.359,1337
Kathmandu,2004,84.7,84.7,1481.3,101,27.697,85.359,1337
Kathmandu,2005,81.4,81.4,1291.6,99,27.697,85.359,1337
Kathmandu,2006,86.4,86.4,1757.8,107,27.697,85.359,1337
Kathmandu,2007,54.2,54.2,1128.2,90,27.697,85.359,1337
Kathmandu,2008,86.8,86.8,1685.5,106,27.697,85.359,1337
Kathmandu,2009,42.0,42.0,1165.8,98,27.697,85.359,1337
Kathmandu,2010,149.1,149.1,1651.6,83,27.697,85.359,1337
Kathmandu,2011,149.4,149.4,1759.3,100,27.697,85.359,1337
Kathmandu,2012,142.8,142.8,1842.2,90,27.697,85.359,1337
Kathmandu,2013,110.8,110.8,2190.1,100,27.697,85.359,1337
Kathmandu,2014,60.2,60.2,1272.1,92,27.697,85.359,1337
Kathmandu,2015,65.8,65.8,1233.6,98,27.697,85.359,1337
Kathmandu,2016,82.9,82.9,1350.6,101,27.697,85.359,1337
Kathmandu,2017,144.1,144.1,1621.3,102,27.697,85.359,1337
Kathmandu,2018,71.6,71.6,1509.4,110,27.697,85.359,1337
Kathmandu,2019,123.9,123.9,1472.0,98,27.697,85.359,1337
Kathmandu,2020,81.6,81.6,1518.9,98,27.697,85.359,1337
Kathmandu,2021,108.7,108.7,1581.7,91,27.697,85.359,1337
Kathmandu,2022,103.7,103.7,1552.6000000000001,106,27.697,85.359,1337
Kathmandu,2023,67.3,67.3,1204.5,94,27.697,85.359,1337
Okhaldhunga,1990,105.0,105.0,2021.5,100,27.3,86.5,1720
Okhaldhunga,1991,169.2,169.2,2018.0,100,27.3,86.5,1720
Okhaldhunga,1992,92.0,92.0,1481.1,98,27.3,86.5,1720
Okhaldhunga,1993,150.7,150.7,1761.6,107,27.3,86.5,1720
Okhaldhunga,1994,82.7,82.7,1242.1,101,27.3,86.5,1720
Okhaldhunga,1995,64.7,64.7,1405.4,95,27.3,86.5,1720
Okhaldhunga,1996,327.5,327.5,2476.1,93,27.3,86.5,1720
Okhaldhunga,1997,84.7,84.7,1658.1,96,27.3,86.5,1720
Okhaldhunga,1998,137.5,137.5,1700.7,93,27.3,86.5,1720
Okhaldhunga,1999,65.6,65.6,1507.0,94,27.3,86.5,1720
Okhaldhunga,2000,173.1,173.1,1959.3999999999999,97,27.3,86.5,1720
Okhaldhunga,2001,118.9,118.9,1090.2,101,27.3,86.5,1720
Okhaldhunga,2002,126.7,126.7,1855.8,96,27.3,86.5,1720
Okhaldhunga,2003,90.9,90.9,1666.2,89,27.3,86.5,1720
Okhaldhunga,2004,72.7,72.7,1358.2,99,27.3,86.5,1720
Okhaldhunga,2005,124.2,124.2,1827.5,92,27.3,86.5,1720
Okhaldhunga,2006,203.0,203.0,1653.0,104,27.3,86.5,1720
Okhaldhunga,2007,137.2,81.5,1999.4,105,27.3,86.5,1720
Okhaldhunga,2008,195.3,195.3,1769.4,103,27.3,86.5,1720
Okhaldhunga,2009,98.2,98.2,1770.5,99,27.3,86.5,1720
Okhaldhunga,2010,183.4,81.7,1839.9,98,27.3,86.5,1720
Okhaldhunga,2011,77.6,77.6,1592.0,109,27.3,86.5,1720
Okhaldhunga,2012,96.7,96.7,1364.0,92,27.3,86.5,1720
Okhaldhunga,2013,126.0,126.0,1550.5,86,27.3,86.5,1720
Okhaldhunga,2014,110.1,110.1,1597.3,101,27.3,86.5,1720
Okhaldhunga,2015,69.9,69.9,1276.9,89,27.3,86.5,1720
Okhaldhunga,2016,89.3,89.3,1347.6,93,27.3,86.5,1720
Okhaldhunga,2017,89.9,89.9,1169.5,94,27.3,86.5,1720
Okhaldhunga,2018,144.8,144.8,1733.2,96,27.3,86.5,1720
Okhaldhunga,2019,131.1,131.1,2265.8,98,27.3,86.5,1720
Okhaldhunga,2020,145.5,145.5,2392.1,106,27.3,86.5,1720
Okhaldhunga,2021,76.0,76.0,1604.1,102,27.3,86.5,1720
Okhaldhunga,2022,113.5,113.5,1773.5,98,27.3,86.5,1720
Okhaldhunga,2023,80.5,80.5,1588.8,98,27.3,86.5,1720
Pokhara,1990,202.0,202.0,4218.4,104,28.2,83.981,827
Pokhara,1991,414.2,414.2,3887.2,96,28.2,83.981,827
Pokhara,1992,600.0,600.0,3741.7,115,28.2,83.981,827
Pokhara,1993,153.5,153.5,4409.6,112,28.2,83.981,827
Pokhara,1994,415.6,415.6,5438.3,104,28.2,83.981,827
Pokhara,1995,600.0,600.0,4498.4,108,28.2,83.981,827
Pokhara,1996,274.1,274.1,3389.2000000000003,115,28.2,83.981,827
Pokhara,1997,351.8,182.8,4676.2,120,28.2,83.981,827
Pokhara,1998,406.6,406.6,3523.9,92,28.2,83.981,827
Pokhara,1999,126.1,126.1,2639.7,108,28.2,83.981,827
Pokhara,2000,600.0,600.0,5739.4,104,28.2,83.981,827
Pokhara,2001,284.1,258.2,5390.1,108,28.2,83.981,827
Pokhara,2002,212.9,155.3,3544.6,105,28.2,83.981,827
Pokhara,2003,169.8,169.8,3933.6,114,28.2,83.981,827
Pokhara,2004,317.7,317.7,4160.8,104,28.2,83.981,827
Pokhara,2005,396.2,396.2,5441.0,100,28.2,83.981,827
Pokhara,2006,243.5,243.5,3042.4,102,28.2,83.981,827
Pokhara,2007,199.3,199.3,3950.5,105,28.2,83.981,827
Pokhara,2008,270.2,270.2,4136.1,105,28.2,83.981,827
Pokhara,2009,156.8,156.8,3462.8,99,28.2,83.981,827
Pokhara,2010,600.0,600.0,4952.0,96,28.2,83.981,827
Pokhara,2011,169.2,169.2,4176.6,102,28.2,83.981,827
Pokhara,2012,247.7,247.7,3870.3,88,28.2,83.981,827
Pokhara,2013,242.2,242.2,4051.6,106,28.2,83.981,827
Pokhara,2014,259.3,259.3,4139.6,101,28.2,83.981,827
Pokhara,2015,240.9,240.9,4376.5,107,28.2,83.981,827
Pokhara,2016,275.1,275.1,3800.3,101,28.2,83.981,827
Pokhara,2017,365.2,365.2,4458.900000000001,104,28.2,83.981,827
Pokhara,2018,600.0,600.0,4499.2,99,28.2,83.981,827
Pokhara,2019,203.7,203.7,3541.1,111,28.2,83.981,827
Pokhara,2020,158.0,158.0,3434.4,104,28.2,83.981,827
Pokhara,2021,600.0,600.0,4941.6,116,28.2,83.981,827
Pokhara,2022,223.7,223.7,3675.8,107,28.2,83.981,827
Pokhara,2023,440.2,440.2,4726.0,102,28.2,83.981,827
Simara,1990,80.5,80.5,1421.7,98,27.16,84.98,90
Simara,1991,105.8,105.8,1559.9,93,27.16,84.98,90
Simara,1992,120.1,120.1,1966.6,110,27.16,84.98,90
Simara,1993,101.0,101.0,2004.1,99,27.16,84.98,90
Simara,1994,100.7,100.7,2108.3,104,27.16,84.98,90
Simara,1995,88.8,88.8,1496.3,95,27.16,84.98,90
Simara,1996,83.5,83.5,1845.0,101,27.16,84.98,90
Simara,1997,96.3,96.3,1444.5,101,27.16,84.98,90
Simara,1998,136.9,136.9,1932.5,108,27.16,84.98,90
Simara,1999,105.5,105.5,2016.1,110,27.16,84.98,90
Simara,2000,144.8,144.8,2239.4,95,27.16,84.98,90
Simara,2001,80.4,80.4,1566.4,87,27.16,84.98,90
Simara,2002,88.8,88.8,1662.3,101,27.16,84.98,90
Simara,2003,128.0,128.0,2012.6,109,27.16,84.98,90
Simara,2004,101.6,101.6,1219.9,84,27.16,84.98,90
Simara,2005,77.6,77.6,1359.6,99,27.16,84.98,90
Simara,2006,71.7,71.7,1633.6000000000001,95,27.16,84.98,90
Simara,2007,68.5,68.5,1548.8,94,27.16,84.98,90
Simara,2008,144.3,144.3,1891.4,90,27.16,84.98,90
Simara,2009,267.4,267.4,2438.1,104,27.16,84.98,90
Simara,2010,153.5,153.5,2150.9,97,27.16,84.98,90
Simara,2011,90.7,90.7,1648.9,84,27.16,84.98,90
Simara,2012,153.5,153.5,1982.7,100,27.16,84.98,90
Simara,2013,133.8,133.8,1962.2,102,27.16,84.98,90
Simara,2014,86.0,86.0,1477.2,90,27.16,84.98,90
Simara,2015,142.3,142.3,2064.3,114,27.16,84.98,90
Simara,2016,123.1,123.1,2116.4,104,27.16,84.98,90
Simara,2017,163.1,163.1,2189.8,98,27.16,84.98,90
Simara,2018,56.7,56.7,1466.1,93,27.16,84.98,90
Simara,2019,89.3,89.3,1632.3,98,27.16,84.98,90
Simara,2020,168.7,168.7,2352.4,113,27.16,84.98,90
Simara,2021,127.1,127.1,1905.2,100,27.16,84.98,90
Simara,2022,85.9,73.0,1470.0,99,27.16,84.98,90
Simara,2023,83.2,83.2,1459.9,95,27.16,84.98,90
Surkhet,1990,125.4,125.4,1804.3,103,28.6,81.617,742
Surkhet,1991,105.9,105.9,1283.5,90,28.6,81.617,742
Surkhet,1992,67.1,67.1,1305.8,102,28.6,81.617,742
Surkhet,1993,116.8,116.8,1285.9,101,28.6,81.617,742
Surkhet,1994,98.4,98.4,1434.3,104,28.6,81.617,742
Surkhet,1995,65.0,65.0,1522.3,107,28.6,81.617,742
Surkhet,1996,81.0,74.0,1616.5,102,28.6,81.617,742
Surkhet,1997,74.5,74.5,1524.2,102,28.6,81.617,742
Surkhet,1998,84.3,84.3,1735.4,108,28.6,81.617,742
Surkhet,1999,54.1,54.1,1244.0,105,28.6,81.617,742
Surkhet,2000,79.4,79.4,1342.6,89,28.6,81.617,742
Surkhet,2001,103.4,103.4,1405.3,81,28.6,81.617,742
Surkhet,2002,70.7,70.7,1348.9,92,28.6,81.617,742
Surkhet,2003,124.6,124.6,1261.9,85,28.6,81.617,742
Surkhet,2004,71.9,71.9,1498.3,97,28.6,81.617,742
Surkhet,2005,77.7,77.7,1699.7,113,28.6,81.617,742
Surkhet,2006,214.9,214.9,1502.8,97,28.6,81.617,742
Surkhet,2007,163.6,163.6,1536.1,89,28.6,81.617,742
Surkhet,2008,60.0,60.0,1167.6,97,28.6,81.617,742
Surkhet,2009,90.7,90.7,1574.3,104,28.6,81.617,742
Surkhet,2010,107.7,107.7,2121.2,107,28.6,81.617,742
Surkhet,2011,115.3,115.3,1371.2,105,28.6,81.617,742
Surkhet,2012,53.7,53.7,1148.1,99,28.6,81.617,742
Surkhet,2013,73.2,73.2,1460.0,99,28.6,81.617,742
Surkhet,2014,60.5,60.5,1119.1,90,28.6,81.617,742
Surkhet,2015,164.6,164.6,1476.1,90,28.6,81.617,742
Surkhet,2016,95.2,95.2,1541.7,99,28.6,81.617,742
Surkhet,2017,65.5,65.5,1492.9,102,28.6,81.617,742
Surkhet,2018,77.4,77.4,1172.8,86,28.6,81.617,742
Surkhet,2019,63.1,63.1,1437.0,94,28.6,81.617,742
Surkhet,2020,92.6,92.6,1282.0,99,28.6,81.617,742
Surkhet,2021,85.3,85.3,1374.0,97,28.6,81.617,742
Surkhet,2022,66.5,66.5,1316.6,93,28.6,81.617,742
Surkhet,2023,59.3,59.3,1233.4,99,28.6,81.617,742
Taplejung,1990,80.4,80.4,1933.8,101,27.35,87.667,1820
Taplejung,1991,109.2,109.2,1873.3,102,27.35,87.667,1820
Taplejung,1992,350.0,350.0,2237.0,103,27.35,87.667,1820
Taplejung,1993,91.6,91.6,1505.7,94,27.35,87.667,1820
Taplejung,1994,108.4,108.4,1687.4,96,27.35,87.667,1820
Taplejung,1995,142.9,142.9,1859.9,93,27.35,87.667,1820
Taplejung,1996,104.7,104.7,2049.7,95,27.35,87.667,1820
Taplejung,1997,118.5,97.2,2572.1,102,27.35,87.667,1820
Taplejung,1998,112.1,112.1,1848.6,104,27.35,87.667,1820
Taplejung,1999,146.7,146.7,2690.4,115,27.35,87.667,1820
Taplejung,2000,227.8,227.8,3132.8,104,27.35,87.667,1820
Taplejung,2001,187.9,187.9,2280.1,94,27.35,87.667,1820
Taplejung,2002,165.2,165.2,1828.7,109,27.35,87.667,1820
Taplejung,2003,99.2,99.2,1218.7,72,27.35,87.667,1820
Taplejung,2004,139.8,139.8,2373.3,101,27.35,87.667,1820
Taplejung,2005,154.6,154.6,2567.2999999999997,109,27.35,87.667,1820
Taplejung,2006,125.5,125.5,1994.8,96,27.35,87.667,1820
Taplejung,2007,159.7,159.7,2286.7,93,27.35,87.667,1820
Taplejung,2008,151.2,151.2,2655.2,114,27.35,87.667,1820
Taplejung,2009,73.0,73.0,2256.0,111,27.35,87.667,1820
Taplejung,2010,313.4,313.4,2228.7,99,27.35,87.667,1820
Taplejung,2011,174.8,174.8,2833.8,105,27.35,87.667,1820
Taplejung,2012,76.9,76.9,1854.6,118,27.35,87.667,1820
Taplejung,2013,91.4,91.4,1806.4,91,27.35,87.667,1820
Taplejung,2014,221.8,221.8,2713.8,106,27.35,87.667,1820
Taplejung,2015,117.7,117.7,2297.7,99,27.35,87.667,1820
Taplejung,2016,129.6,129.6,2347.3,98,27.35,87.667,1820
Taplejung,2017,174.4,174.4,2758.6,102,27.35,87.667,1820
Taplejung,2018,138.5,138.5,2355.6,115,27.35,87.667,1820
Taplejung,2019,192.0,192.0,2093.1,117,27.35,87.667,1820
Taplejung,2020,105.1,105.1,2083.1,103,27.35,87.667,1820
Taplejung,2021,123.3,123.3,2846.7,122,27.35,87.667,1820
Taplejung,2022,164.8,164.8,2766.8,106,27.35,87.667,1820
Taplejung,2023,159.3,159.3,2103.8,92,27.35,87.667,1820
