STATION_NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,YEAR,MONTH,DAY
Dadeldhura,29.3,80.583,1647,1990-05-10,6.1,1990,5,10
Dadeldhura,29.3,80.583,1647,1990-05-11,0.0,1990,5,11
Dadeldhura,29.3,80.583,1647,1990-05-12,0.0,1990,5,12
Dadeldhura,29.3,80.583,1647,1990-05-13,0.0,1990,5,13
Dadeldhura,29.3,80.583,1647,1990-05-14,0.0,1990,5,14
Dadeldhura,29.3,80.583,1647,1990-05-15,0.0,1990,5,15
Dadeldhura,29.3,80.583,1647,1990-05-16,0.0,1990,5,16
Dadeldhura,29.3,80.583,1647,1990-05-17,0.0,1990,5,17
Dadeldhura,29.3,80.583,1647,1990-05-18,0.7,1990,5,18
Dadeldhura,29.3,80.583,1647,1990-05-19,0.0,1990,5,19
Dadeldhura,29.3,80.583,1647,1990-05-20,0.0,1990,5,20
Dadeldhura,29.3,80.583,1647,1990-05-21,0.0,1990,5,21
Dadeldhura,29.3,80.583,1647,1990-05-22,0.0,1990,5,22
Dadeldhura,29.3,80.583,1647,1990-05-23,0.0,1990,5,23
Dadeldhura,29.3,80.583,1647,1990-05-24,0.0,1990,5,24
Dadeldhura,29.3,80.583,1647,1990-05-25,0.0,1990,5,25
Dadeldhura,29.3,80.583,1647,1990-05-26,0.0,1990,5,26
Dadeldhura,29.3,80.583,1647,1990-05-27,0.0,1990,5,27
Dadeldhura,29.3,80.583,1647,1990-05-28,0.0,1990,5,28
Dadeldhura,29.3,80.583,1647,1990-05-29,1.7,1990,5,29
Dadeldhura,29.3,80.583,1647,1990-05-30,6.9,1990,5,30
Dadeldhura,29.3,80.583,1647,1990-05-31,23.1,1990,5,31
Dadeldhura,29.3,80.583,1647,1990-06-01,0.2,1990,6,1
Dadeldhura,29.3,80.583,1647,1990-06-02,0.0,1990,6,2
Dadeldhura,29.3,80.583,1647,1990-06-03,0.0,1990,6,3
Dadeldhura,29.3,80.583,1647,1990-06-04,6.1,1990,6,4
Dadeldhura,29.3,80.583,1647,1990-06-05,3.0,1990,6,5
Dadeldhura,29.3,80.583,1647,1990-06-06,0.6,1990,6,6
Dadeldhura,29.3,80.583,1647,1990-06-07,0.0,1990,6,7
Dadeldhura,29.3,80.583,1647,1990-06-08,56.1,1990,6,8
Dadeldhura,29.3,80.583,1647,1990-06-09,0.0,1990,6,9
Dadeldhura,29.3,80.583,1647,1990-06-10,0.0,1990,6,10
Dadeldhura,29.3,80.583,1647,1990-06-11,0.0,1990,6,11
Dadeldhura,29.3,80.583,1647,1990-06-12,0.0,1990,6,12
Dadeldhura,29.3,80.583,1647,1990-06-13,0.0,1990,6,13
Dadeldhura,29.3,80.583,1647,1990-06-14,13.6,1990,6,14
Dadeldhura,29.3,80.583,1647,1990-06-15,19.0,1990,6,15
Dadeldhura,29.3,80.583,1647,1990-06-16,4.1,1990,6,16
Dadeldhura,29.3,80.583,1647,1990-06-17,21.9,1990,6,17
Dadeldhura,29.3,80.583,1647,1990-06-18,6.4,1990,6,18
Dadeldhura,29.3,80.583,1647,1990-06-19,0.0,1990,6,19
Dadeldhura,29.3,80.583,1647,1990-06-20,18.6,1990,6,20
Dadeldhura,29.3,80.583,1647,1990-06-21,0.0,1990,6,21
Dadeldhura,29.3,80.583,1647,1990-06-22,0.0,1990,6,22
Dadeldhura,29.3,80.583,1647,1990-06-23,17.5,1990,6,23
Dadeldhura,29.3,80.583,1647,1990-06-24,0.0,1990,6,24
Dadeldhura,29.3,80.583,1647,1990-06-25,71.7,1990,6,25
Dadeldhura,29.3,80.583,1647,1990-06-26,0.0,1990,6,26
Dadeldhura,29.3,80.583,1647,1990-06-27,0.0,1990,6,27
Dadeldhura,29.3,80.583,1647,1990-06-28,16.2,1990,6,28
Dadeldhura,29.3,80.583,1647,1990-06-29,0.0,1990,6,29
Dadeldhura,29.3,80.583,1647,1990-06-30,0.0,1990,6,30
Dadeldhura,29.3,80.583,1647,1990-07-01,14.6,1990,7,1
Dadeldhura,29.3,80.583,1647,1990-07-02,2.0,1990,7,2
Dadeldhura,29.3,80.583,1647,1990-07-03,0.0,1990,7,3
Dadeldhura,29.3,80.583,1647,1990-07-04,7.3,1990,7,4
Dadeldhura,29.3,80.583,1647,1990-07-05,6.7,1990,7,5
Dadeldhura,29.3,80.583,1647,1990-07-06,8.9,1990,7,6
Dadeldhura,29.3,80.583,1647,1990-07-07,0.0,1990,7,7
Dadeldhura,29.3,80.583,1647,1990-07-08,8.7,1990,7,8
Dadeldhura,29.3,80.583,1647,1990-07-09,43.6,1990,7,9
Dadeldhura,29.3,80.583,1647,1990-07-10,0.1,1990,7,10
Dadeldhura,29.3,80.583,1647,1990-07-11,11.1,1990,7,11
Dadeldhura,29.3,80.583,1647,1990-07-12,161.8,1990,7,12
Dadeldhura,29.3,80.583,1647,1990-07-13,21.9,1990,7,13
Dadeldhura,29.3,80.583,1647,1990-07-14,2.5,1990,7,14
Dadeldhura,29.3,80.583,1647,1990-07-15,0.8,1990,7,15
Dadeldhura,29.3,80.583,1647,1990-07-16,0.0,1990,7,16
Dadeldhura,29.3,80.583,1647,1990-07-17,36.1,1990,7,17
Dadeldhura,29.3,80.583,1647,1990-07-18,0.0,1990,7,18
Dadeldhura,29.3,80.583,1647,1990-07-19,3.8,1990,7,19
Dadeldhura,29.3,80.583,1647,1990-07-20,43.7,1990,7,20
Dadeldhura,29.3,80.583,1647,1990-07-21,26.5,1990,7,21
Dadeldhura,29.3,80.583,1647,1990-07-22,0.6,1990,7,22
Dadeldhura,29.3,80.583,1647,1990-07-23,3.4,1990,7,23
Dadeldhura,29.3,80.583,1647,1990-07-24,17.1,1990,7,24
Dadeldhura,29.3,80.583,1647,1990-07-25,25.6,1990,7,25
Dadeldhura,29.3,80.583,1647,1990-07-26,9.7,1990,7,26
Dadeldhura,29.3,80.583,1647,1990-07-27,6.5,1990,7,27
Dadeldhura,29.3,80.583,1647,1990-07-28,9.8,1990,7,28
Dadeldhura,29.3,80.583,1647,1990-07-29,10.2,1990,7,29
Dadeldhura,29.3,80.583,1647,1990-07-30,25.8,1990,7,30
Dadeldhura,29.3,80.583,1647,1990-07-31,0.0,1990,7,31
Dadeldhura,29.3,80.583,1647,1990-08-01,9.5,1990,8,1
Dadeldhura,29.3,80.583,1647,1990-08-02,0.0,1990,8,2
Dadeldhura,29.3,80.583,1647,1990-08-03,0.0,1990,8,3
Dadeldhura,29.3,80.583,1647,1990-08-04,0.0,1990,8,4
Dadeldhura,29.3,80.583,1647,1990-08-05,12.8,1990,8,5
Dadeldhura,29.3,80.583,1647,1990-08-06,37.5,1990,8,6
Dadeldhura,29.3,80.583,1647,1990-08-07,6.0,1990,8,7
Dadeldhura,29.3,80.583,1647,1990-08-08,0.0,1990,8,8
Dadeldhura,29.3,80.583,1647,1990-08-09,2.4,1990,8,9
Dadeldhura,29.3,80.583,1647,1990-08-10,0.0,1990,8,10
Dadeldhura,29.3,80.583,1647,1990-08-11,0.0,1990,8,11
Dadeldhura,29.3,80.583,1647,1990-08-12,0.0,1990,8,12
Dadeldhura,29.3,80.583,1647,1990-08-13,21.9,1990,8,13
Dadeldhura,29.3,80.583,1647,1990-08-14,3.5,1990,8,14
Dadeldhura,29.3,80.583,1647,1990-08-15,0.0,1990,8,15
Dadeldhura,29.3,80.583,1647,1990-08-16,0.0,1990,8,16
Dadeldhura,29.3,80.583,1647,1990-08-17,37.0,1990,8,17
Dadeldhura,29.3,80.583,1647,1990-08-18,27.3,1990,8,18
Dadeldhura,29.3,80.583,1647,1990-08-19,4.0,1990,8,19
Dadeldhura,29.3,80.583,1647,1990-08-20,1.2,1990,8,20
Dadeldhura,29.3,80.583,1647,1990-08-21,20.7,1990,8,21
Dadeldhura,29.3,80.583,1647,1990-08-22,6.6,1990,8,22
Dadeldhura,29.3,80.583,1647,1990-08-23,0.0,1990,8,23
Dadeldhura,29.3,80.583,1647,1990-08-24,51.0,1990,8,24
Dadeldhura,29.3,80.583,1647,1990-08-25,13.3,1990,8,25
Dadeldhura,29.3,80.583,1647,1990-08-26,2.9,1990,8,26
Dadeldhura,29.3,80.583,1647,1990-08-27,0.0,1990,8,27
Dadeldhura,29.3,80.583,1647,1990-08-28,5.8,1990,8,28
Dadeldhura,29.3,80.583,1647,1990-08-29,0.0,1990,8,29
Dadeldhura,29.3,80.583,1647,1990-08-30,92.8,1990,8,30
Dadeldhura,29.3,80.583,1647,1990-08-31,0.0,1990,8,31
Dadeldhura,29.3,80.583,1647,1990-09-01,0.0,1990,9,1
Dadeldhura,29.3,80.583,1647,1990-09-02,0.0,1990,9,2
Dadeldhura,29.3,80.583,1647,1990-09-03,0.0,1990,9,3
Dadeldhura,29.3,80.583,1647,1990-09-04,0.0,1990,9,4
Dadeldhura,29.3,80.583,1647,1990-09-05,25.0,1990,9,5
Dadeldhura,29.3,80.583,1647,1990-09-06,0.0,1990,9,6
Dadeldhura,29.3,80.583,1647,1990-09-07,0.0,1990,9,7
Dadeldhura,29.3,80.583,1647,1990-09-08,25.1,1990,9,8
Dadeldhura,29.3,80.583,1647,1990-09-09,29.1,1990,9,9
Dadeldhura,29.3,80.583,1647,1990-09-10,0.0,1990,9,10
Dadeldhura,29.3,80.583,1647,1990-09-11,30.8,1990,9,11
Dadeldhura,29.3,80.583,1647,1990-09-12,0.0,1990,9,12
Dadeldhura,29.3,80.583,1647,1990-09-13,0.0,1990,9,13
Dadeldhura,29.3,80.583,1647,1990-09-14,7.5,1990,9,14
Dadeldhura,29.3,80.583,1647,1990-09-15,0.0,1990,9,15
Dadeldhura,29.3,80.583,1647,1990-09-16,0.0,1990,9,16
Dadeldhura,29.3,80.583,1647,1990-09-17,0.0,1990,9,17
Dadeldhura,29.3,80.583,1647,1990-09-18,0.0,1990,9,18
Dadeldhura,29.3,80.583,1647,1990-09-19,0.0,1990,9,19
Dadeldhura,29.3,80.583,1647,1990-09-20,18.6,1990,9,20
Dadeldhura,29.3,80.583,1647,1990-09-21,0.0,1990,9,21
Dadeldhura,29.3,80.583,1647,1990-09-22,0.0,1990,9,22
Dadeldhura,29.3,80.583,1647,1990-09-23,8.4,1990,9,23
Dadeldhura,29.3,80.583,1647,1990-09-24,0.0,1990,9,24
Dadeldhura,29.3,80.583,1647,1990-09-25,38.7,1990,9,25
Dadeldhura,29.3,80.583,1647,1990-09-26,44.8,1990,9,26
Dadeldhura,29.3,80.583,1647,1990-09-27,0.0,1990,9,27
Dadeldhura,29.3,80.583,1647,1990-09-28,0.0,1990,9,28
Dadeldhura,29.3,80.583,1647,1990-09-29,0.0,1990,9,29
Dadeldhura,29.3,80.583,1647,1990-09-30,8.6,1990,9,30
Dadeldhura,29.3,80.583,1647,1990-10-01,0.0,1990,10,1
Dadeldhura,29.3,80.583,1647,1990-10-02,0.0,1990,10,2
Dadeldhura,29.3,80.583,1647,1990-10-03,0.0,1990,10,3
Dadeldhura,29.3,80.583,1647,1990-10-04,0.0,1990,10,4
Dadeldhura,29.3,80.583,1647,1990-10-05,0.0,1990,10,5
Dadeldhura,29.3,80.583,1647,1990-10-06,4.4,1990,10,6
Dadeldhura,29.3,80.583,1647,1990-10-07,0.0,1990,10,7
Dadeldhura,29.3,80.583,1647,1990-10-08,0.0,1990,10,8
Dadeldhura,29.3,80.583,1647,1990-10-09,0.0,1990,10,9
Dadeldhura,29.3,80.583,1647,1990-10-10,0.0,1990,10,10
Dadeldhura,29.3,80.583,1647,1990-10-11,0.0,1990,10,11
Dadeldhura,29.3,80.583,1647,1990-10-12,0.0,1990,10,12
Dadeldhura,29.3,80.583,1647,1990-10-13,0.0,1990,10,13
Dadeldhura,29.3,80.583,1647,1990-10-14,0.0,1990,10,14
Dadeldhura,29.3,80.583,1647,1990-10-15,0.0,1990,10,15
Dadeldhura,29.3,80.583,1647,1990-10-16,0.0,1990,10,16
Dadeldhura,29.3,80.583,1647,1990-10-17,0.0,1990,10,17
Dadeldhura,29.3,80.583,1647,1990-10-18,0.0,1990,10,18
Dadeldhura,29.3,80.583,1647,1990-10-19,0.0,1990,10,19
Dadeldhura,29.3,80.583,1647,1990-10-20,0.0,1990,10,20
Dadeldhura,29.3,80.583,1647,1990-10-21,0.0,1990,10,21
Dadeldhura,29.3,80.583,1647,1990-10-22,0.0,1990,10,22
Dadeldhura,29.3,80.583,1647,1990-10-23,0.0,1990,10,23
Dadeldhura,29.3,80.583,1647,1990-10-24,0.0,1990,10,24
Dadeldhura,29.3,80.583,1647,1990-10-25,0.0,1990,10,25
Dadeldhura,29.3,80.583,1647,1990-10-26,25.5,1990,10,26
Dadeldhura,29.3,80.583,1647,1990-10-27,0.0,1990,10,27
Dadeldhura,29.3,80.583,1647,1990-10-28,0.0,1990,10,28
Dadeldhura,29.3,80.583,1647,1990-10-29,0.0,1990,10,29
Dadeldhura,29.3,80.583,1647,1990-10-30,0.0,1990,10,30
Dadeldhura,29.3,80.583,1647,1990-10-31,0.0,1990,10,31
Dadeldhura,29.3,80.583,1647,1990-11-01,0.0,1990,11,1
Dadeldhura,29.3,80.583,1647,1990-11-02,0.0,1990,11,2
Dadeldhura,29.3,80.583,1647,1990-11-03,0.0,1990,11,3
Dadeldhura,29.3,80.583,1647,1990-11-04,0.0,1990,11,4
Dadeldhura,29.3,80.583,1647,1990-11-05,0.0,1990,11,5
Dadeldhura,29.3,80.583,1647,1990-11-06,0.0,1990,11,6
Dadeldhura,29.3,80.583,1647,1990-11-07,0.0,1990,11,7
Dadeldhura,29.3,80.583,1647,1990-11-08,0.0,1990,11,8
Dadeldhura,29.3,80.583,1647,1990-11-09,0.0,1990,11,9
Dadeldhura,29.3,80.583,1647,1990-11-10,0.0,1990,11,10
Dadeldhura,29.3,80.583,1647,1990-11-11,0.2,1990,11,11
Dadeldhura,29.3,80.583,1647,1990-11-12,0.0,1990,11,12
Dadeldhura,29.3,80.583,1647,1990-11-13,0.0,1990,11,13
Dadeldhura,29.3,80.583,1647,1990-11-14,0.6,1990,11,14
Dadeldhura,29.3,80.583,1647,1990-11-15,0.0,1990,11,15
Dadeldhura,29.3,80.583,1647,1990-11-16,0.0,1990,11,16
Dadeldhura,29.3,80.583,1647,1990-11-17,0.0,1990,11,17
Dadeldhura,29.3,80.583,1647,1990-11-18,0.0,1990,11,18
Dadeldhura,29.3,80.583,1647,1990-11-19,0.6,1990,11,19
Dadeldhura,29.3,80.583,1647,1990-11-20,0.0,1990,11,20
Dadeldhura,29.3,80.583,1647,1990-11-21,0.0,1990,11,21
Dadeldhura,29.3,80.583,1647,1990-11-22,0.0,1990,11,22
Dadeldhura,29.3,80.583,1647,1990-11-23,0.0,1990,11,23
Dadeldhura,29.3,80.583,1647,1990-11-24,0.0,1990,11,24
Dadeldhura,29.3,80.583,1647,1990-11-25,0.0,1990,11,25
Dadeldhura,29.3,80.583,1647,1990-11-26,0.0,1990,11,26
Dadeldhura,29.3,80.583,1647,1990-11-27,0.0,1990,11,27
Dadeldhura,29.3,80.583,1647,1990-11-28,0.0,1990,11,28
Dadeldhura,29.3,80.583,1647,1990-11-29,0.0,1990,11,29
Dadeldhura,29.3,80.583,1647,1990-11-30,0.0,1990,11,30
Dadeldhura,29.3,80.583,1647,1990-12-01,0.0,1990,12,1
Dadeldhura,29.3,80.583,1647,1990-12-02,0.0,1990,12,2
Dadeldhura,29.3,80.583,1647,1990-12-03,3.6,1990,12,3
Dadeldhura,29.3,80.583,1647,1990-12-04,0.0,1990,12,4
Dadeldhura,29.3,80.583,1647,1990-12-05,0.0,1990,12,5
Dadeldhura,29.3,80.583,1647,1990-12-06,1.0,1990,12,6
Dadeldhura,29.3,80.583,1647,1990-12-07,0.0,1990,12,7
Dadeldhura,29.3,80.583,1647,1990-12-08,0.0,1990,12,8
Dadeldhura,29.3,80.583,1647,1990-12-09,0.0,1990,12,9
Dadeldhura,29.3,80.583,1647,1990-12-10,0.0,1990,12,10
Dadeldhura,29.3,80.583,1647,1990-12-11,13.3,1990,12,11
Dadeldhura,29.3,80.583,1647,1990-12-12,0.0,1990,12,12
Dadeldhura,29.3,80.583,1647,1990-12-13,0.0,1990,12,13
Dadeldhura,29.3,80.583,1647,1990-12-14,0.0,1990,12,14
Dadeldhura,29.3,80.583,1647,1990-12-15,0.0,1990,12,15
Dadeldhura,29.3,80.583,1647,1990-12-16,0.0,1990,12,16
Dadeldhura,29.3,80.583,1647,1990-12-17,0.0,1990,12,17
Dadeldhura,29.3,80.583,1647,1990-12-18,0.0,1990,12,18
Dadeldhura,29.3,80.583,1647,1990-12-19,0.0,1990,12,19
Dadeldhura,29.3,80.583,1647,1990-12-20,0.0,1990,12,20
Dadeldhura,29.3,80.583,1647,1990-12-21,0.0,1990,12,21
Dadeldhura,29.3,80.583,1647,1990-12-22,0.0,1990,12,22
Dadeldhura,29.3,80.583,1647,1990-12-23,0.0,1990,12,23
Dadeldhura,29.3,80.583,1647,1990-12-24,0.0,1990,12,24
Dadeldhura,29.3,80.583,1647,1990-12-25,0.0,1990,12,25
Dadeldhura,29.3,80.583,1647,1990-12-26,0.0,1990,12,26
Dadeldhura,29.3,80.583,1647,1990-12-27,0.9,1990,12,27
Dadeldhura,29.3,80.583,1647,1990-12-28,0.0,1990,12,28
Dadeldhura,29.3,80.583,1647,1990-12-29,0.0,1990,12,29
Dadeldhura,29.3,80.583,1647,1990-12-30,0.0,1990,12,30
Dadeldhura,29.3,80.583,1647,1990-12-31,0.0,1990,12,31
Dadeldhura,29.3,80.583,1647,1991-01-01,0.0,1991,1,1
Dadeldhura,29.3,80.583,1647,1991-01-02,0.0,1991,1,2
Dadeldhura,29.3,80.583,1647,1991-01-03,0.0,1991,1,3
Dadeldhura,29.3,80.583,1647,1991-01-04,0.0,1991,1,4
Dadeldhura,29.3,80.583,1647,1991-01-05,0.1,1991,1,5
Dadeldhura,29.3,80.583,1647,1991-01-06,0.0,1991,1,6
Dadeldhura,29.3,80.583,1647,1991-01-07,0.0,1991,1,7
Dadeldhura,29.3,80.583,1647,1991-01-08,0.0,1991,1,8
Dadeldhura,29.3,80.583,1647,1991-01-09,0.0,1991,1,9
Dadeldhura,29.3,80.583,1647,1991-01-10,5.7,1991,1,10
